messageTime,currGameStat,gameFlow
00:28:00,"In the second inning, Kia Tigers’ batter 윤도현 faced a 0-2 count and swung at the third pitch, a 144 km/h fastball from Samsung Lions’ pitcher 황동재. Kia Tigers batter 윤도현, facing Samsung Lions pitcher 황동재, hit a single to center field that deflected off the pitcher, advancing the runner on first to second and placing 윤도현 on first base with two outs in the bottom of the 2nd inning. The Kia Tigers’ baserunner on first, Park Chan-ho, advanced to third base during the at-bat of batter Yoon Do-hyun against Samsung Lions pitcher Hwang Dong-jae in the second inning with two outs. In the second inning, Kia Tigers’ baserunner Kim Tae-gun scored from second base while Kia Tigers were batting against Samsung Lions’ pitcher Hwang Dong-jae. In the second inning, the Kia Tigers' baserunner Lee Woo-sung scored from third base while the Kia Tigers were batting against Samsung Lions' pitcher Hwang Dong-jae, increasing the away team's lead to 2-0.","The game remained scoreless through the early innings as both pitchers kept the offenses in check. However, in the bottom of the second, the Kia Tigers broke through against Samsung Lions’ pitcher Hwang Dong-jae. With two outs and the bases loaded, 윤도현 battled back from an 0-2 count to deliver a crucial single to center field, advancing runners and extending the rally. This hit allowed Kim Tae-gun and Lee Woo-sung to score, giving the Tigers a 2-0 lead. The Lions’ pitching is now under significant pressure as Kia continues to threaten with runners on base and momentum firmly in their favor."
00:28:30,"In the top of the 2nd inning, Kia Tigers’ third batter, Kim Do-young, stepped up to the plate against Samsung Lions’ pitcher Hwang Dong-jae with runners on first and third and two outs. Kia Tigers’ batter 김도영 faced a 145 km/h fastball from Samsung Lions’ pitcher 황동재, resulting in a ball and a 1-0 count with runners on first and third and two outs in the second inning.","The game remained scoreless through the early innings as both pitchers kept the offenses in check. In the top of the second inning, Kia Tigers’ Kim Do-young came to bat with runners on first and third and two outs, facing Samsung Lions’ pitcher Hwang Dong-jae. The Tigers then broke through in the bottom of the second when 윤도현, down 0-2, delivered a clutch single to center field, driving in Kim Tae-gun and Lee Woo-sung to take a 2-0 lead. With runners still on base and momentum shifting, the Lions’ pitching staff is now under significant pressure. Kia continues to threaten as they look to extend their advantage."
00:29:00,"In the second inning, Kia Tigers batter Kim Do-young faced a forkball from Samsung Lions pitcher Hwang Dong-jae and took ball two, bringing the count to 2-0 with runners on first and third and two outs.","The game remained scoreless early on as both pitchers dominated, but the Kia Tigers broke through in the bottom of the second inning. After Kim Do-young worked a 2-0 count with runners on first and third and two outs against Samsung’s Hwang Dong-jae, 윤도현 delivered a clutch single to center field, driving in two runs to give Kia a 2-0 lead. With runners still on base, the Tigers are applying pressure and looking to extend their advantage. Meanwhile, the Lions’ pitching staff is feeling the heat as Kia continues to threaten. The Tigers remain at bat, poised to build on their early lead."
00:29:30,"In the second inning, Kia Tigers batter Kim Do-young faced Samsung Lions pitcher Hwang Dong-jae and fouled off a forkball pitch at 132 km/h, with a count of two balls and one strike and runners on first and third bases.","The game started with strong pitching from both sides, keeping the scoreless tie until the bottom of the second inning when the Kia Tigers broke through. With runners on first and third and two outs, 윤도현’s clutch single drove in two runs, giving Kia a 2-0 lead. The Tigers remain aggressive at the plate, continuing to apply pressure on Samsung’s pitching staff. Currently, Kim Do-young is at bat against Hwang Dong-jae, working a 2-1 count while fouling off a forkball with runners still in scoring position. Kia looks determined to extend their early advantage as the inning progresses."
00:30:00,"In the second inning, Kia Tigers’ batter Kim Do-young faced a 144 km/h fastball from Samsung Lions’ pitcher Hwang Dong-jae, resulting in a ball that brought the count to three balls and one strike with runners on first and third and two outs.","The game has been a pitching duel early on, with both teams held scoreless until the bottom of the second inning when the Kia Tigers broke through. With runners on first and third and two outs, 윤도현’s timely single drove in two runs, putting Kia ahead 2-0. The Tigers have maintained their offensive pressure, and now Kim Do-young is at the plate against Samsung’s Hwang Dong-jae, working a 3-1 count with runners still in scoring position. Kia looks poised to capitalize further and extend their lead as the inning continues. Samsung’s pitching staff faces a critical moment to prevent the Tigers from pulling away early."
00:30:30,"In the second inning, Kia Tigers batter Kim Do-young faced Samsung Lions pitcher Hwang Dong-jae with a full count of 3 balls and 2 strikes; on the fifth pitch, a 134 km/h forkball, Kim hit a foul ball.","The game has unfolded as a tight pitching duel until the Kia Tigers broke the deadlock in the bottom of the second inning, with 윤도현’s clutch two-run single putting them up 2-0. Maintaining pressure, the Tigers now have Kim Do-young at the plate against Samsung’s Hwang Dong-jae, working a full count with runners in scoring position. On the fifth pitch, Kim fouled off a 134 km/h forkball, prolonging the at-bat and keeping the threat alive. Kia looks determined to extend their lead, while Samsung’s pitching staff must hold firm to prevent the Tigers from pulling further ahead. The inning remains tense as the battle between bat and ball continues."
00:31:00,"In the second inning, Kia Tigers’ batter Kim Do-young faced a 3-3 count with two outs and runners on first and third, as Samsung Lions’ pitcher Hwang Dong-jae threw a 136 km/h slider for a strike on the sixth pitch. Kia Tigers batter 김도영 struck out, marking the third out of the second inning against Samsung Lions pitcher 황동재.","The game has been a tight pitching duel until the Kia Tigers broke through in the bottom of the second inning with 윤도현’s two-run single, taking a 2-0 lead. Currently, Kim Do-young came to the plate with runners on first and third and a full count against Samsung’s Hwang Dong-jae. After fouling off several pitches, Kim ultimately struck out on a 136 km/h slider, ending the inning. Despite the Tigers’ early advantage and scoring threat, Samsung’s pitching staff managed to escape further damage. The game remains closely contested as both teams battle for control."
00:31:30,There's a TV commercial or a replay on.,"The game has been a tight pitching duel until the Kia Tigers broke through in the bottom of the second inning with 윤도현’s two-run single, taking a 2-0 lead. Currently, Kim Do-young came to the plate with runners on first and third and a full count against Samsung’s Hwang Dong-jae. After fouling off several pitches, Kim ultimately struck out on a 136 km/h slider, ending the inning. Despite the Tigers’ early advantage and scoring threat, Samsung’s pitching staff managed to escape further damage. The game remains closely contested as both teams battle for control."
00:32:00,There's a TV commercial or a replay on.,"The game has been a tight pitching duel until the Kia Tigers broke through in the bottom of the second inning with 윤도현’s two-run single, taking a 2-0 lead. Currently, Kim Do-young came to the plate with runners on first and third and a full count against Samsung’s Hwang Dong-jae. After fouling off several pitches, Kim ultimately struck out on a 136 km/h slider, ending the inning. Despite the Tigers’ early advantage and scoring threat, Samsung’s pitching staff managed to escape further damage. The game remains closely contested as both teams battle for control."
00:32:30,There's a TV commercial or a replay on.,"The game has been a tight pitching duel until the Kia Tigers broke through in the bottom of the second inning with 윤도현’s two-run single, taking a 2-0 lead. Currently, Kim Do-young came to the plate with runners on first and third and a full count against Samsung’s Hwang Dong-jae. After fouling off several pitches, Kim ultimately struck out on a 136 km/h slider, ending the inning. Despite the Tigers’ early advantage and scoring threat, Samsung’s pitching staff managed to escape further damage. The game remains closely contested as both teams battle for control."
00:33:00,"In the top of the 2nd inning, Samsung Lions’ fourth batter, Diaz, stepped up to the plate against Kia Tigers’ pitcher Neil with no balls or strikes and no runners on base. Samsung Lions’ batter Diaz faced a 150 km/h two-seam fastball from Kia Tigers’ pitcher Neil and made contact on the first pitch. 삼성 라이온즈가 공격 중인 2회초, 4번 타자 디아즈가 기아 타이거즈 투수 네일을 상대로 중견수 앞 1루타를 기록했다.","The game has featured strong pitching from both sides, with the Kia Tigers taking an early 2-0 lead thanks to 윤도현’s two-run single in the bottom of the second inning. Samsung Lions are now at bat in the top of the second, looking to respond. Their cleanup hitter, Diaz, quickly made an impact by hitting a sharp single to center field on the first pitch from Kia’s Neil. Despite the Tigers’ early advantage and scoring opportunities, Samsung’s offense is beginning to find its rhythm. The contest remains tightly contested as both teams vie for momentum."
00:33:30,"In the top of the 2nd inning, Samsung Lions’ fifth batter, Kim Young-woong, stepped up to the plate against Kia Tigers’ pitcher Neil with a runner on first base and no outs. 2회 삼성 라이온즈가 공격 중인 상황에서 5번 타자 김영웅이 Kia 타이거즈 투수 네일의 투심 패스트볼(150km/h)을 상대로 1구 볼을 기록했다.","The game remains tightly contested as the Kia Tigers hold a 2-0 lead after 윤도현’s two-run single in the bottom of the second inning. The Samsung Lions are currently at bat in the top of the second, with Diaz setting the tone by singling sharply to center on the first pitch. Now, with a runner on first and no outs, fifth batter Kim Young-woong is working the count against Kia’s pitcher Neil, who just threw a 150 km/h two-seam fastball for a ball. Samsung’s offense is gradually finding its rhythm, aiming to close the gap and shift the momentum. Both teams continue to showcase strong pitching and competitive at-bats in this early stage."
00:34:00,"In the second inning, Samsung Lions batter Kim Young-woong faced Kia Tigers pitcher Neil and took a two-ball count after a 148 km/h two-seam fastball, with a runner on first and no outs.","The Kia Tigers currently lead 2-0 thanks to 윤도현’s two-run single in the bottom of the second inning. The Samsung Lions are at bat in the top of the second, with Diaz having opened the inning with a sharp single to center. Kim Young-woong is now at the plate, working a two-ball count against Kia’s pitcher Neil, with a runner on first and no outs. Samsung’s offense is gradually finding its rhythm as they look to close the gap and shift momentum. Both teams continue to battle with strong pitching and competitive at-bats in this tightly contested game."
00:34:30,"2회 삼성 라이온즈가 공격 중인 상황에서 5번 타자 김영웅이 Kia 타이거즈 투수 네일의 144km/h 커터를 3구째에 타격했다. Samsung Lions’ batter 김영웅 hit a double to right field during the second inning against Kia Tigers’ pitcher 네일, advancing to second base with no outs. 1루에 있던 삼성 라이온즈의 주자 디아즈가 3루까지 진루했다.","The Kia Tigers hold a 2-0 lead after 윤도현’s two-run single in the bottom of the second inning. Currently, the Samsung Lions are at bat in the top of the second, with Diaz having opened the inning with a single to center. Kim Young-woong followed with a sharp double to right field, advancing to second base and moving Diaz to third with no outs. Samsung’s offense is showing signs of life as they put runners in scoring position, aiming to narrow the deficit. Both teams remain locked in a competitive battle, with strong pitching and timely hitting shaping the game’s momentum."
00:35:00,"In the top of the 2nd inning, Samsung Lions’ sixth batter, Kim Heon-gon, stepped up to the plate against Kia Tigers’ pitcher Nail with no balls or strikes and no outs.","The Kia Tigers currently lead 2-0 thanks to 윤도현’s two-run single in the bottom of the first inning. In the top of the second, the Samsung Lions are showing resilience as Diaz singled and Kim Young-woong doubled, putting runners on second and third with no outs. Now, Kim Heon-gon steps up to the plate, looking to capitalize on this opportunity and cut into the Tigers’ lead. Both teams continue to battle fiercely, with Samsung’s offense trying to break through Kia’s strong pitching. The game remains tightly contested as momentum begins to shift slightly toward the home team."
00:35:30,"In the second inning, Samsung Lions’ batter Kim Heon-gon faced Kia Tigers’ pitcher Neil and took a changeup pitch for a ball, bringing the count to 1-0 with no outs and runners on second and third. Samsung Lions’ batter 김헌곤 swings and misses on the second pitch, a 141 km/h changeup from Kia Tigers’ pitcher 네일, bringing the count to one ball and one strike with no outs in the second inning.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. In the second, the Samsung Lions responded with Diaz and Kim Young-woong reaching base, putting runners on second and third with no outs. Now at the plate, Kim Heon-gon is working the count against Kia’s pitcher Neil, currently at 1-1 after a ball and a swinging strike. Samsung is pressing to cut into the Tigers’ lead, showing signs of momentum shift as they look to capitalize on this scoring opportunity. The game remains tightly contested with both teams battling intensely."
00:36:00,"In the second inning, Samsung Lions batter Kim Heon-gon faced Kia Tigers pitcher Neil and swung and missed on a 142 km/h changeup, resulting in a strike with a count of one ball and two strikes.","The Kia Tigers jumped out to an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions quickly responded in the second, with Diaz and Kim Young-woong reaching base to put runners on second and third with no outs. Currently, Kim Heon-gon is at the plate facing Kia’s pitcher Neil, now down 1-2 after swinging and missing on a changeup. Samsung is pressing hard to narrow the Tigers’ lead, showing growing momentum in this tight contest. The game remains intense as the Lions look to capitalize on this promising scoring opportunity."
00:36:30,"In the second inning, Samsung Lions batter Kim Heon-gon faced a 1-3 count with Kia Tigers pitcher Neil delivering a 138 km/h slider for the fourth pitch, which was called a strike. Samsung Lions’ batter 김헌곤 struck out against Kia Tigers’ pitcher 네일, resulting in the first out of the inning.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions responded in the second inning, putting runners on second and third with no outs after Diaz and Kim Young-woong reached base. However, Kim Heon-gon struck out swinging against Kia’s pitcher Neil, marking the first out of the inning. Despite this setback, the Lions continue to press hard to close the gap in this tightly contested game. The momentum remains with Samsung as they look to capitalize on their scoring opportunity."
00:37:00,"In the top of the 2nd inning, Samsung Lions’ 7th batter, Ryu Ji-hyuk, stepped up to the plate against Kia Tigers’ pitcher Neil with no balls or strikes and one out recorded.","The Kia Tigers jumped out to an early 2-0 lead with 윤도현’s two-run single in the first inning. The Samsung Lions quickly responded in the second, loading the bases with no outs after Diaz and Kim Young-woong reached base. However, Kim Heon-gon struck out swinging for the first out, momentarily stalling the Lions’ rally. Now, with one out and Ryu Ji-hyuk at the plate, Samsung is still pressing to narrow the gap in this closely contested game. The momentum remains with the Lions as they look to capitalize on this scoring opportunity."
00:37:30,"In the second inning, Samsung Lions’ batter 류지혁 swung and missed at a 138 km/h slider from Kia Tigers’ pitcher 네일, resulting in a strike and a 0-1 count with one out. 류지혁(삼성 라이온즈, 공격)이 2구째 슬라이더에 헛스윙하며 스트라이크 두 개를 기록했다.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions quickly fought back in the second, loading the bases with no outs after Diaz and Kim Young-woong reached base. However, Kim Heon-gon’s strikeout brought the first out, slightly stalling the Lions’ momentum. Currently, with one out and Ryu Ji-hyuk at the plate, Samsung is still pressing to close the gap, though Ryu has just swung and missed at a slider, falling behind 0-2 in the count. The Lions remain determined to capitalize on this opportunity and shift the game’s momentum."
00:38:00,"In the second inning, Samsung Lions batter Ryu Ji-hyuk swung and missed on a 138 km/h slider from Kia Tigers pitcher Neil, resulting in a strikeout with a full count of 0-3 and one out recorded. 류지혁(삼성 라이온즈, 공격)이 Kia 타이거즈 투수 네일을 상대로 삼진 아웃되어 두 번째 아웃이 기록되었다.","The Kia Tigers jumped out to an early 2-0 lead with 윤도현’s two-run single in the first inning. The Samsung Lions responded in the second by loading the bases with no outs, but their momentum was halted when Kim Heon-gon struck out for the first out. Now with one out, Ryu Ji-hyuk came to the plate but fell behind 0-2 and ultimately struck out swinging on a 138 km/h slider from Kia’s pitcher Neil, marking the second out of the inning. Despite this setback, the Lions continue to push to close the gap and regain control of the game. The Tigers’ pitching has so far managed to contain Samsung’s rally efforts in this inning."
00:38:30,"In the second inning, Samsung Lions batter Ryu Ji-hyuk swung and missed on a 138 km/h slider from Kia Tigers pitcher Neil, resulting in a strikeout with a full count of 0-3 and one out recorded. 류지혁(삼성 라이온즈, 공격)이 Kia 타이거즈 투수 네일을 상대로 삼진 아웃되어 이번 이닝 두 번째 아웃이 기록되었다.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions responded in the second by loading the bases with no outs, but their rally stalled as Kim Heon-gon struck out for the first out. Following that, Ryu Ji-hyuk came to the plate and fell behind 0-2 before striking out swinging on a 138 km/h slider from Kia’s pitcher Neil, marking the second out of the inning. Despite the Lions’ efforts to close the gap, the Tigers’ pitching has effectively contained their offense so far. Samsung remains at bat, looking to mount a comeback as the inning progresses."
00:39:00,"In the top of the 2nd inning, Samsung Lions’ batter Kim Jae-sung stepped up to the plate with two outs and runners on second and third, facing Kia Tigers’ pitcher Neil. In the second inning, with two outs and runners on second and third, Kia Tigers pitcher 네일 attempted a pickoff move to control the baserunners while Samsung Lions batter 김재성 was at the plate. Samsung Lions’ batter 김재성 faces a slider from Kia Tigers’ pitcher 네일 and takes a strike on the first pitch, bringing the count to 0-1 with two outs in the second inning.","The Kia Tigers jumped out to an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions responded in the second by loading the bases with no outs, but their rally was nearly derailed as Kim Heon-gon and Ryu Ji-hyuk struck out consecutively. Now with two outs and runners on second and third, Kim Jae-sung is at the plate facing Kia’s pitcher Neil, who is working to maintain control with a pickoff attempt. The Lions remain determined to break through the Tigers’ strong pitching and narrow the deficit. The inning is still alive as Kim Jae-sung battles to keep the rally going."
00:39:30,"In the second inning, Samsung Lions batter Kim Jae-sung faced Kia Tigers pitcher Neil and swung and missed a slider at 137 km/h, bringing the count to two strikes with two outs. Samsung Lions batter 김재성 faced a 1-2 count and took a 151 km/h two-seam fastball from Kia Tigers pitcher 네일 for ball three in the second inning with two outs and runners on second and third.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions responded in the second by loading the bases with no outs, but consecutive strikeouts by Kim Heon-gon and Ryu Ji-hyuk put them in a tough spot. Now with two outs and runners on second and third, Kim Jae-sung is battling Kia’s pitcher Neil, who is trying to maintain control with a pickoff attempt. Kim Jae-sung has worked the count to 3-2 after fouling off a 137 km/h slider and taking a 151 km/h fastball for ball three. The Lions remain determined to keep the rally alive and chip away at the Tigers’ lead."
00:40:00,"In the second inning, Samsung Lions batter Kim Jae-sung faced a 1-2 count against Kia Tigers pitcher Neil and swung at the fourth pitch, a 138 km/h slider. Samsung Lions batter 김재성 hit a single to center field, reaching first base with two outs in the bottom of the 2nd inning against Kia Tigers pitcher 네일. In the second inning, Samsung Lions’ baserunner 김영웅 scored from second base, bringing the home team’s score to 1 while Kia Tigers continued to pitch. In the second inning, Samsung Lions' baserunner Diaz scored from third base, tying the game at 2-2 while Kim Jae-sung of the Samsung Lions continued his at-bat with a 1-2 count and two outs against Kia Tigers' pitcher Neil.","The Kia Tigers jumped out to an early 2-0 lead with 윤도현’s two-run single in the first inning. The Samsung Lions fought back in the second, loading the bases with no outs but initially struggling as two batters struck out. With two outs and runners on second and third, Kim Jae-sung worked a full count before delivering a clutch single to center field. This hit allowed 김영웅 and Diaz to score, tying the game at 2-2. The Lions now have momentum as Kim Jae-sung continues his at-bat, looking to extend the rally."
00:40:30,"In the top of the 2nd inning, Samsung Lions’ ninth batter, Lee Jae-hyun, stepped up to the plate against Kia Tigers’ pitcher Neil with two outs and a runner on first base, starting his first plate appearance with no balls or strikes.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning. The Samsung Lions responded in the second inning by loading the bases with no outs, though they initially faced two strikeouts. With two outs and runners on second and third, Kim Jae-sung delivered a clutch single to center, tying the game at 2-2. Now, with two outs and a runner on first, Lee Jae-hyun steps up for the Lions, looking to continue the rally against Kia’s pitcher Neil. The Lions have seized momentum and are pressing to take the lead."
00:41:00,"In the bottom of the 2nd inning, Samsung Lions batter Lee Jae-hyun faced Kia Tigers pitcher Neil and took a changeup pitch for ball one, with two outs and a runner on first base. 2회말 삼성 라이온즈의 9번 타자 이재현이 Kia 타이거즈 투수 네일의 공에 체크스윙을 했으나 스윙하지 않았다.","The Kia Tigers jumped out to a 2-0 lead early on with 윤도현’s two-run single in the first inning. The Samsung Lions fought back in the second, loading the bases with no outs and eventually tying the game at 2-2 after Kim Jae-sung’s clutch single with two outs. Currently, in the bottom of the second inning, the Lions remain at bat with two outs and a runner on first as Lee Jae-hyun faces Kia’s pitcher Neil. Lee took a changeup for ball one and checked his swing on the next pitch, showing the Lions’ determination to extend their rally. Momentum is clearly shifting toward Samsung as they look to take the lead."
00:41:30,"In the second inning, Samsung Lions’ batter Lee Jae-hyun faced a changeup from Kia Tigers’ pitcher Neil, resulting in a ball and bringing the count to 2-0 with two outs and a runner on first base. 이재현(삼성 라이온즈, 공격)이 Kia 타이거즈 투수 네일의 150km/h 투심에 3구째 파울 타구를 기록했다. 볼카운트는 2-1, 2아웃에 1루 주자가 있다.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning, but the Samsung Lions quickly responded in the second, loading the bases and tying the game at 2-2 with Kim Jae-sung’s timely single. Now in the bottom of the second, the Lions are still at bat with two outs and a runner on first as Lee Jae-hyun battles Kia’s pitcher Neil. Lee has worked the count to 2-1 after fouling off a 150 km/h two-seam fastball, showing resilience at the plate. The momentum is clearly swinging in Samsung’s favor as they aim to capitalize and take the lead. The game remains tightly contested with both teams fighting hard early on."
00:42:00,"In the top of the 2nd inning, Samsung Lions batter Lee Jae-hyun took a swing and missed on the fourth pitch, a 136 km/h slider from Kia Tigers pitcher Neil, with a 2-2 count and two outs, while a runner was on first base.","The Kia Tigers jumped out to an early 2-0 lead with 윤도현’s two-run single in the first inning, but the Samsung Lions quickly answered in the second, loading the bases and tying the game at 2-2 on Kim Jae-sung’s clutch single. Now in the bottom of the second, with two outs and a runner on first, Lee Jae-hyun battled Kia’s pitcher Neil, working the count to 2-1. However, Lee ultimately struck out swinging on a 136 km/h slider, ending the inning without the Lions taking the lead. The game remains deadlocked at 2-2, with both teams showing strong resilience early on. Momentum has shifted slightly toward Samsung, but Kia’s pitching has held firm in this tight contest."
00:42:30,"In the top of the 2nd inning, Samsung Lions batter Lee Jae-hyun faced Kia Tigers pitcher Neil with a 2-2 count and two outs, fouling off a 151 km/h two-seam fastball on the fifth pitch.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single in the first inning, but the Samsung Lions quickly responded in the second, loading the bases and tying the game at 2-2 on Kim Jae-sung’s timely single. Currently, in the bottom of the second inning, with two outs and a runner on first, Lee Jae-hyun is battling Kia’s pitcher Neil, having worked the count to 2-2 and fouling off a 151 km/h two-seam fastball. Despite Lee’s efforts, he eventually struck out swinging on a 136 km/h slider, ending the inning without the Lions taking the lead. The game remains tied at 2-2, with both teams demonstrating strong resilience and solid pitching in this closely contested matchup. Momentum has slightly shifted toward Samsung, but Kia’s bullpen continues to hold firm."
00:43:00,"In the second inning, Samsung Lions’ batter 이재현 faced a 2-2 count and swung at the sixth pitch, a 136 km/h slider from Kia Tigers’ pitcher 네일, with runners on first base and two outs. Samsung Lions’ batter 이재현 grounded out to the first baseman, who tagged first base for the third out in the top of the 2nd inning.","The Kia Tigers jumped to an early 2-0 lead with 윤도현’s two-run single in the first inning, but the Samsung Lions quickly answered in the second, tying the game at 2-2 on Kim Jae-sung’s bases-loaded single. Currently in the bottom of the second inning, with two outs and a runner on first, Lee Jae-hyun battled Kia’s pitcher Neil, fouling off several pitches before ultimately grounding out to first base to end the inning. Despite the Lions’ efforts to take the lead, the game remains deadlocked at 2-2. Both teams have shown strong resilience and solid pitching, with momentum slightly favoring Samsung, though Kia’s bullpen continues to hold firm. The tightly contested matchup is poised for an exciting continuation."
00:43:30,There's a TV commercial or a replay on.,"The Kia Tigers jumped to an early 2-0 lead with 윤도현’s two-run single in the first inning, but the Samsung Lions quickly answered in the second, tying the game at 2-2 on Kim Jae-sung’s bases-loaded single. Currently in the bottom of the second inning, with two outs and a runner on first, Lee Jae-hyun battled Kia’s pitcher Neil, fouling off several pitches before ultimately grounding out to first base to end the inning. Despite the Lions’ efforts to take the lead, the game remains deadlocked at 2-2. Both teams have shown strong resilience and solid pitching, with momentum slightly favoring Samsung, though Kia’s bullpen continues to hold firm. The tightly contested matchup is poised for an exciting continuation."
00:44:00,There's a TV commercial or a replay on.,"The Kia Tigers jumped to an early 2-0 lead with 윤도현’s two-run single in the first inning, but the Samsung Lions quickly answered in the second, tying the game at 2-2 on Kim Jae-sung’s bases-loaded single. Currently in the bottom of the second inning, with two outs and a runner on first, Lee Jae-hyun battled Kia’s pitcher Neil, fouling off several pitches before ultimately grounding out to first base to end the inning. Despite the Lions’ efforts to take the lead, the game remains deadlocked at 2-2. Both teams have shown strong resilience and solid pitching, with momentum slightly favoring Samsung, though Kia’s bullpen continues to hold firm. The tightly contested matchup is poised for an exciting continuation."
00:44:30,There's a TV commercial or a replay on.,"The Kia Tigers jumped to an early 2-0 lead with 윤도현’s two-run single in the first inning, but the Samsung Lions quickly answered in the second, tying the game at 2-2 on Kim Jae-sung’s bases-loaded single. Currently in the bottom of the second inning, with two outs and a runner on first, Lee Jae-hyun battled Kia’s pitcher Neil, fouling off several pitches before ultimately grounding out to first base to end the inning. Despite the Lions’ efforts to take the lead, the game remains deadlocked at 2-2. Both teams have shown strong resilience and solid pitching, with momentum slightly favoring Samsung, though Kia’s bullpen continues to hold firm. The tightly contested matchup is poised for an exciting continuation."
00:45:00,"In the top of the 3rd inning, Kia Tigers’ fourth batter, Choi Hyung-woo, stepped up to bat against Samsung Lions’ pitcher Hwang Dong-jae with no balls, no strikes, and no runners on base, as the score was tied 2-2.","The Kia Tigers took an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions quickly responded with Kim Jae-sung’s bases-loaded single to tie the game at 2-2. In the bottom of the second inning, Lee Jae-hyun’s groundout ended a promising Lions rally, keeping the score deadlocked. Both teams have displayed strong pitching and resilience, with momentum slightly favoring Samsung. Now, in the top of the third inning, Kia’s Choi Hyung-woo is up to bat against Samsung’s Hwang Dong-jae with the game still tied and no runners on base. The tightly contested battle continues as both teams look to break the stalemate."
00:45:30,"In the top of the 3rd inning, Kia Tigers’ batter Choi Hyung-woo faced Samsung Lions’ pitcher Hwang Dong-jae, who threw a 144 km/h fastball resulting in a ball, putting the count at 1-0 with no runners on base and no outs. In the third inning, Kia Tigers’ batter 최형우 faced a forkball from Samsung Lions’ pitcher 황동재, resulting in a ball and advancing the count to 2-0 with no runners on base and no outs.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions quickly tied it at 2-2 thanks to Kim Jae-sung’s bases-loaded single. Both teams have shown strong pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, the game remains tied as Kia’s Choi Hyung-woo faces Samsung’s Hwang Dong-jae. So far, Choi has worked the count to 2-0 with no runners on base and no outs, patiently awaiting a pitch to capitalize on. The tightly contested game continues with both sides eager to break the deadlock."
00:46:00,"In the top of the 3rd inning, Kia Tigers batter Choi Hyung-woo faced a forkball from Samsung Lions pitcher Hwang Dong-jae, resulting in a 3-0 ball count with no outs and no runners on base.","The Kia Tigers opened the game with a 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions quickly responded to tie it 2-2 on Kim Jae-sung’s bases-loaded single. Both teams have displayed strong pitching and resilience, with Samsung holding a slight momentum edge. Currently, in the top of the third inning, the game remains deadlocked as Kia’s Choi Hyung-woo works a 3-0 count against Samsung’s Hwang Dong-jae with no outs and no runners on base. Choi is patiently waiting for a favorable pitch to try and give Kia the lead once again. The tightly contested battle continues with both teams eager to break the tie."
00:46:30,"In the top of the 3rd inning, Kia Tigers batter Choi Hyung-woo faced a 4-0 ball count against Samsung Lions pitcher Hwang Dong-jae, with the fourth pitch being a 142 km/h fastball called a ball. Kia Tigers batter 최형우 was awarded a walk against Samsung Lions pitcher 황동재, putting a runner on first base with no outs in the top of the 3rd inning.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly evened the score at 2-2 thanks to Kim Jae-sung’s clutch bases-loaded single. Both teams have showcased solid pitching and determination, with Samsung holding a slight momentum advantage. In the top of the third inning, Kia’s Choi Hyung-woo worked a patient at-bat, ultimately drawing a walk to put a runner on first with no outs. This sets the stage for Kia to try and regain the lead against Samsung’s Hwang Dong-jae. The game remains tightly contested as both teams look to break the deadlock."
00:47:00,"3회 초, Kia Tigers가 5번 타자 오선우를 타석에 올렸다. 삼성 Lions의 투수 황동재가 상대한다. 현재 0-0의 볼카운트이며, 1루에 주자가 있다. 점수는 2-2 동점이다. Kia Tigers batter 오선우 faced a 133 km/h forkball from Samsung Lions pitcher 황동재, resulting in a called strike, bringing the count to no balls and one strike.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions quickly responded to tie it at 2-2, highlighted by Kim Jae-sung’s bases-loaded single. Both teams have demonstrated solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, Kia’s Choi Hyung-woo drew a walk to put a runner on first with no outs, setting up a potential scoring opportunity. Currently, Kia’s fifth batter, 오선우, is at the plate facing Samsung’s pitcher 황동재, with a 0-1 count and a runner on first. The game remains deadlocked as Kia looks to capitalize and take the lead."
